,school_name,address,postal_code,dgp_code,zone_code,cluster_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,sch_lat,sch_lon,dist_centre,type_primary,type_secondary,type_juniorcollege,type_polytechnic,type_university
159,RAFFLES GIRLS' SCHOOL (SECONDARY),20 ANDERSON ROAD,259978,CENTRAL,SOUTH,SOUTH 7,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,Yes,Yes,1.311695,103.8289596,3.9801,0,1,0,0,0
160,RAFFLES INSTITUTION,1 RAFFLES INSTITUTION LANE,575954,BISHAN,SOUTH,SOUTH 7,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL,No,No,Yes,Yes,1.3459589,103.8415276,6.9913,0,1,1,0,0
161,SERANGOON SECONDARY SCHOOL,11 UPPER SERANGOON VIEW,534237,HOUGANG,NORTH,NORTH 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3746554,103.9021387,11.559,0,1,0,0,0
162,COMMONWEALTH SECONDARY SCHOOL,698 WEST COAST ROAD,608784,JURONG EAST,WEST,WEST 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.319204,103.7456374,12.4097,0,1,0,0,0
163,TANJONG KATONG GIRLS' SCHOOL,2 BEDOK SOUTH ROAD,469268,MARINE PARADE,EAST,EAST 5,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.3082127,103.8958201,5.6216,0,1,0,0,0
164,VICTORIA SCHOOL,2 SIGLAP LINK,448880,BEDOK,EAST,EAST 7,GOVERNMENT SCHOOL,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,Yes,Yes,1.308308,103.9281975,8.9505,0,1,0,0,0
165,WHITLEY SECONDARY SCHOOL,30 BISHAN STREET 24,579747,BISHAN,SOUTH,SOUTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3550521,103.8425524,7.9765,0,1,0,0,0
166,YUHUA SECONDARY SCHOOL,35 JURONG WEST STREET 41,649406,JURONG WEST,WEST,WEST 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3471863,103.7226872,15.9603,0,1,0,0,0
167,YISHUN SECONDARY SCHOOL,4 YISHUN STREET 71,768516,YISHUN,NORTH,NORTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4281332,103.8287643,16.241,0,1,0,0,0
168,BENDEMEER SECONDARY SCHOOL,1 ST WILFRED ROAD,327919,KALLANG,SOUTH,SOUTH 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3246111,103.8609703,4.6491,0,1,0,0,0
169,FUCHUN SECONDARY SCHOOL,21 WOODLANDS AVENUE 1,739062,WOODLANDS,NORTH,NORTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4307045,103.7776257,18.2789,0,1,0,0,0
170,ANG MO KIO SECONDARY SCHOOL,6 ANG MO KIO STREET 22,569362,ANG MO KIO,SOUTH,SOUTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3673371,103.842155,9.3387,0,1,0,0,0
171,BEDOK SOUTH SECONDARY SCHOOL,1 JALAN LANGGAR BEDOK,468585,BEDOK,EAST,EAST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3251366,103.9509891,11.9764,0,1,0,0,0
172,CLEMENTI TOWN SECONDARY SCHOOL,10 CLEMENTI AVE 3,129904,CLEMENTI,WEST,WEST 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3155391,103.7620206,10.5542,0,1,0,0,0
173,TEMASEK SECONDARY SCHOOL,600 UPPER EAST COAST ROAD,465561,BEDOK,EAST,EAST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.3159167,103.9475641,11.2604,0,1,0,0,0
174,MAYFLOWER SECONDARY SCHOOL,2 ANG MO KIO STREET 21,569384,ANG MO KIO,SOUTH,SOUTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3682727,103.8353607,9.5548,0,1,0,0,0
175,TAMPINES SECONDARY SCHOOL,252 TAMPINES ST 12,529427,TAMPINES,EAST,EAST 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3492609,103.9442637,12.6199,0,1,0,0,0
176,BUKIT VIEW SECONDARY SCHOOL,16 BUKIT BATOK STREET 21,659633,BUKIT BATOK,WEST,WEST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3457331,103.7522266,13.0064,0,1,0,0,0
177,WOODLANDS SECONDARY SCHOOL,11 MARSILING ROAD,739111,WOODLANDS,NORTH,NORTH 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4391253,103.7745864,19.2679,0,1,0,0,0
178,BOWEN SECONDARY SCHOOL,2 LORONG NAPIRI,547529,HOUGANG,NORTH,NORTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3703599,103.8776596,10.0472,0,1,0,0,0
179,BUKIT BATOK SECONDARY SCHOOL,50 BUKIT BATOK WEST AVE 8,658962,BUKIT BATOK,WEST,WEST 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3484909,103.7408737,14.246,0,1,0,0,0
180,YISHUN TOWN SECONDARY SCHOOL,6 YISHUN STREET 21,768610,YISHUN,NORTH,NORTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.4323216,103.8380942,16.5761,0,1,0,0,0
181,HOUGANG SECONDARY SCHOOL,2 HOUGANG STREET 93,534256,HOUGANG,NORTH,NORTH 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3776402,103.882534,10.983,0,1,0,0,0
182,NAN HUA HIGH SCHOOL,41 CLEMENTI AVENUE 1,129956,CLEMENTI,WEST,WEST 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,Yes,Yes,No,No,1.308095,103.7685612,9.6075,0,1,0,0,0
183,HILLGROVE SECONDARY SCHOOL,10 BUKIT BATOK STREET 52,659250,BUKIT BATOK,WEST,WEST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3527358,103.7529865,13.3652,0,1,0,0,0
184,XINMIN SECONDARY SCHOOL,11 HOUGANG AVENUE 8,538789,HOUGANG,NORTH,NORTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.3725588,103.8830516,10.467,0,1,0,0,0
185,GREENRIDGE SECONDARY SCHOOL,32 BUKIT PANJANG RING ROAD,679938,BUKIT PANJANG,WEST,WEST 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3818643,103.7738285,13.9044,0,1,0,0,0
186,SPRINGFIELD SECONDARY SCHOOL,30 TAMPINES AVENUE 8,529593,TAMPINES,EAST,EAST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.349573,103.9303545,11.4127,0,1,0,0,0
187,CHUA CHU KANG SECONDARY SCHOOL,3 TECK WHYE CRESCENT,688845,CHOA CHU KANG,WEST,WEST 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3831903,103.7518783,15.6426,0,1,0,0,0
188,DAMAI SECONDARY SCHOOL,4800 BEDOK RESERVOIR ROAD,479229,BEDOK,EAST,EAST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.336928,103.9270917,10.2688,0,1,0,0,0
189,NORTHLAND SECONDARY SCHOOL,3 YISHUN STREET 22,768578,YISHUN,NORTH,NORTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4358018,103.8401047,16.9435,0,1,0,0,0
190,PEIRCE SECONDARY SCHOOL,10 SIN MING WALK,575566,BISHAN,SOUTH,SOUTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3666594,103.8302161,9.5047,0,1,0,0,0
191,JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1,609790,JURONG EAST,WEST,WEST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3512886,103.7289077,15.5571,0,1,0,0,0
192,FAJAR SECONDARY SCHOOL,31 GANGSA ROAD,678972,BUKIT PANJANG,WEST,WEST 8,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3756001,103.7639989,14.0965,0,1,0,0,0
193,KRANJI SECONDARY SCHOOL,38 TECK WHYE CRESCENT,688945,CHOA CHU KANG,WEST,WEST 8,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3900511,103.7411907,17.0256,0,1,0,0,0
194,JUYING SECONDARY SCHOOL,33 JURONG WEST STREET 91,649038,JURONG WEST,WEST,WEST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3387228,103.6873103,19.2494,0,1,0,0,0
195,WEST SPRING SECONDARY SCHOOL,61 SENJA  ROAD,677737,BUKIT PANJANG,WEST,WEST 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3878228,103.7601288,15.39,0,1,0,0,0
196,JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65,648348,JURONG WEST,WEST,WEST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3352563,103.7020981,17.5682,0,1,0,0,0
197,BEDOK GREEN SECONDARY SCHOOL,360 BEDOK NORTH AVE 3,469722,BEDOK,EAST,EAST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3345195,103.9350284,10.8617,0,1,0,0,0
198,PUNGGOL SECONDARY SCHOOL,51 EDGEFIELD PLAINS,828870,PUNGGOL,NORTH,NORTH 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4020574,103.9092137,14.6259,0,1,0,0,0
199,NORTH VISTA SECONDARY SCHOOL,11 RIVERVALE LINK,545081,SENG KANG,NORTH,NORTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3811313,103.8991888,12.0452,0,1,0,0,0
200,ADMIRALTY SECONDARY SCHOOL,31 WOODLANDS CRESCENT,737916,WOODLANDS,NORTH,NORTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4458907,103.8023982,18.8273,0,1,0,0,0
201,PEI HWA SECONDARY SCHOOL,21 FERNVALE LINK,797702,SENG KANG,NORTH,NORTH 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.390375,103.8784617,12.2168,0,1,0,0,0
202,GREENDALE SECONDARY SCHOOL,51 EDGEDALE PLAINS,828866,PUNGGOL,NORTH,NORTH 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3969602,103.9117001,14.2464,0,1,0,0,0
203,EDGEFIELD SECONDARY SCHOOL,36 PUNGGOL FIELD,828814,PUNGGOL,NORTH,NORTH 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4005931,103.9026874,14.173,0,1,0,0,0
204,MERIDIAN SECONDARY SCHOOL,31 PASIR RIS STREET 51,518901,PASIR RIS,EAST,EAST 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3672468,103.9489725,14.2628,0,1,0,0,0
205,LOYANG VIEW SECONDARY SCHOOL,12 PASIR RIS STREET 11,519073,PASIR RIS,EAST,EAST 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3665842,103.9569446,14.902,0,1,0,0,0
206,DUNMAN HIGH SCHOOL,10 TANJONG RHU ROAD,436895,KALLANG,EAST,EAST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL,Yes,Yes,Yes,Yes,1.2999619,103.8829416,3.9264,0,1,1,0,0
207,RIVER VALLEY HIGH SCHOOL,6 BOON LAY AVENUE,649961,JURONG WEST,WEST,WEST 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL,Yes,Yes,No,Yes,1.344078,103.7090222,17.1995,0,1,0,0,0
208,AHMAD IBRAHIM SECONDARY SCHOOL,751 YISHUN AVENUE 7,768928,YISHUN,NORTH,NORTH 8,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4360598,103.8297187,17.0971,0,1,0,0,0
209,BROADRICK SECONDARY SCHOOL,61 DAKOTA CRESCENT,399935,GEYLANG,EAST,EAST 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3070505,103.8869174,4.7056,0,1,0,0,0
210,BUKIT MERAH SECONDARY SCHOOL,10 LENGKOK BAHRU,159050,BUKIT MERAH,SOUTH,SOUTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.2857841,103.8130231,4.2838,0,1,0,0,0
211,BUKIT PANJANG GOVT. HIGH SCHOOL,7 CHOA CHU KANG AVE 4,689809,CHOA CHU KANG,WEST,WEST 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.2857841,103.8130231,4.2838,0,1,0,0,0
212,DUNMAN SECONDARY SCHOOL,21 TAMPINES STREET 45,529093,TAMPINES,EAST,EAST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.3606526,103.9562133,14.4385,0,1,0,0,0
213,JURONG SECONDARY SCHOOL,31 YUAN CHING ROAD,618652,JURONG WEST,WEST,WEST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3300203,103.723953,15.0826,0,1,0,0,0
214,NAVAL BASE SECONDARY SCHOOL,901 YISHUN RING ROAD,768689,YISHUN,NORTH,NORTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4193788,103.8310504,15.2399,0,1,0,0,0
215,OUTRAM SECONDARY SCHOOL,3 YORK HILL,168622,CENTRAL,SOUTH,SOUTH 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.2865141,103.8371273,1.6245,0,1,0,0,0
216,YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5,569868,ANG MO KIO,NORTH,NORTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.377976,103.842137,10.5157,0,1,0,0,0
217,YUAN CHING SECONDARY SCHOOL,103 YUAN CHING ROAD,618654,JURONG WEST,WEST,WEST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3420064,103.7208987,15.8962,0,1,0,0,0
218,BOON LAY SECONDARY SCHOOL,11 JURONG WEST STREET 65,648354,JURONG WEST,WEST,WEST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3427227,103.70189,17.8771,0,1,0,0,0
219,BEDOK VIEW SECONDARY SCHOOL,6 BEDOK SOUTH AVENUE 3,469293,BEDOK,EAST,EAST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.324157,103.9437762,11.1957,0,1,0,0,0
220,HUA YI SECONDARY SCHOOL,60 JURONG WEST ST 42,649371,JURONG WEST,WEST,WEST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3523437,103.7218323,16.3055,0,1,0,0,0
221,DEYI SECONDARY SCHOOL,1 ANG MO KIO STREET 42,569277,ANG MO KIO,NORTH,NORTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.365997,103.8525458,9.1324,0,1,0,0,0
222,PING YI SECONDARY SCHOOL,61 CHAI CHEE STREET,468980,BEDOK,EAST,EAST 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3270167,103.9207007,9.0673,0,1,0,0,0
223,PEICAI SECONDARY SCHOOL,10 SERANGOON AVENUE 4,556094,SERANGOON,SOUTH,SOUTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3595158,103.8700107,8.6589,0,1,0,0,0
224,PASIR RIS SECONDARY SCHOOL,390 TAMPINES STREET 21,529400,TAMPINES,EAST,EAST 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3542273,103.9489626,13.366,0,1,0,0,0
225,GUANGYANG SECONDARY SCHOOL,8 BISHAN STREET 12,579807,BISHAN,SOUTH,SOUTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3444086,103.8502089,6.7319,0,1,0,0,0
226,RIVERSIDE SECONDARY SCHOOL,3 WOODLANDS STREET 81,738524,WOODLANDS,NORTH,NORTH 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4411016,103.7883082,18.8446,0,1,0,0,0
227,ZHONGHUA SECONDARY SCHOOL,13 SERANGOON AVENUE 3,556123,SERANGOON,SOUTH,SOUTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3484072,103.8694305,7.447,0,1,0,0,0
228,SWISS COTTAGE SECONDARY SCHOOL,3 BUKIT BATOK STREET 34,659322,BUKIT BATOK,WEST,WEST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3647174,103.7503961,14.3947,0,1,0,0,0
229,YUSOF ISHAK SECONDARY SCHOOL,11 BUKIT BATOK STREET 25,658712,BUKIT BATOK,WEST,WEST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3423392,103.7600326,12.0709,0,1,0,0,0
230,CHANGKAT CHANGI SECONDARY SCHOOL,23 SIMEI ST 3,529894,TAMPINES,EAST,EAST 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3395063,103.9532455,12.8944,0,1,0,0,0
231,TECK WHYE SECONDARY SCHOOL,31 TECK WHYE CRESCENT,688848,CHOA CHU KANG,WEST,WEST 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3830892,103.75533,15.3651,0,1,0,0,0
232,DUNEARN SECONDARY SCHOOL,21 BUKIT BATOK WEST AVENUE 2,659204,BUKIT BATOK,WEST,WEST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.363579,103.7447211,14.8167,0,1,0,0,0
233,NEW TOWN SECONDARY SCHOOL,1020 DOVER ROAD,139657,QUEENSTOWN,WEST,WEST 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3097759,103.7731886,9.1716,0,1,0,0,0
234,QUEENSTOWN SECONDARY SCHOOL,1 STRATHMORE ROAD,148800,QUEENSTOWN,SOUTH,SOUTH 4,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.2935213,103.813191,4.3924,0,1,0,0,0
235,SERANGOON GARDEN SECONDARY SCHOOL,21 SERANGOON NORTH AVENUE 1,555889,SERANGOON,SOUTH,SOUTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3693257,103.8692703,9.7052,0,1,0,0,0
236,TANGLIN SECONDARY SCHOOL,301 WEST COAST ROAD,127391,CLEMENTI,SOUTH,SOUTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3097017,103.7581584,10.7692,0,1,0,0,0
237,TANJONG KATONG SECONDARY SCHOOL,130 HAIG ROAD,438796,MARINE PARADE,EAST,EAST 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.3087352,103.8972252,5.7866,0,1,0,0,0
238,WOODLANDS RING SECONDARY SCHOOL,10 WOODLANDS RING ROAD,738239,WOODLANDS,NORTH,NORTH 8,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4364889,103.8001485,17.9073,0,1,0,0,0
239,ORCHID PARK SECONDARY SCHOOL,10 YISHUN STREET 81,768454,YISHUN,NORTH,NORTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4153203,103.8378592,14.6963,0,1,0,0,0
240,SEMBAWANG SECONDARY SCHOOL,30 SEMBAWANG CRESCENT,757704,SEMBAWANG,NORTH,NORTH 8,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.445315,103.8168433,18.3631,0,1,0,0,0
241,SENG KANG SECONDARY SCHOOL,10 COMPASSVALE LANE,545090,SENG KANG,NORTH,NORTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3865968,103.898365,12.5556,0,1,0,0,0
242,JUNYUAN SECONDARY SCHOOL,11 TAMPINES STREET 84,528933,TAMPINES,EAST,EAST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3536132,103.9338862,12.0024,0,1,0,0,0
243,EAST SPRING SECONDARY SCHOOL,30 TAMPINES STREET 34,529231,TAMPINES,EAST,EAST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3562251,103.9606407,14.5606,0,1,0,0,0
244,UNITY SECONDARY SCHOOL,20 CHOA CHU KANG STREET 62,689143,CHOA CHU KANG,WEST,WEST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4000289,103.7460258,17.4474,0,1,0,0,0
245,NORTHBROOKS SECONDARY SCHOOL,585 YISHUN RING ROAD,768692,YISHUN,NORTH,NORTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4208129,103.8451473,15.2452,0,1,0,0,0
246,PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41,518934,PASIR RIS,EAST,EAST 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3728406,103.9597282,15.5791,0,1,0,0,0
247,FUHUA SECONDARY SCHOOL,5 JURONG WEST STREET 41,649410,JURONG WEST,WEST,WEST 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3470141,103.7265209,15.5702,0,1,0,0,0
248,MARSILING SECONDARY SCHOOL,12 MARSILING ROAD,739110,WOODLANDS,NORTH,NORTH 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4366442,103.7760081,18.9504,0,1,0,0,0
249,WOODGROVE SECONDARY SCHOOL,3 WOODLANDS AVENUE 6,738990,WOODLANDS,NORTH,NORTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4283183,103.7960476,17.2065,0,1,0,0,0
250,ZHENGHUA SECONDARY SCHOOL,91 SENJA ROAD,677741,BUKIT PANJANG,WEST,WEST 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3883687,103.7655216,15.0477,0,1,0,0,0
251,REGENT SECONDARY SCHOOL,50 CHOA CHU KANG NORTH 5,689621,CHOA CHU KANG,WEST,WEST 8,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3932791,103.7510344,16.5174,0,1,0,0,0
252,KENT RIDGE SECONDARY SCHOOL,147 WEST COAST ROAD,127368,CLEMENTI,SOUTH,SOUTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3012277,103.7648896,9.8222,0,1,0,0,0
253,WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25,648350,JURONG WEST,WEST,WEST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.353737,103.7017721,18.3727,0,1,0,0,0
254,CANBERRA SECONDARY SCHOOL,51 SEMBAWANG DRIVE,757699,SEMBAWANG,NORTH,NORTH 8,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4532249,103.8141949,19.2854,0,1,0,0,0
255,COMPASSVALE SECONDARY SCHOOL,51 COMPASSVALE CRESCENT,545083,SENG KANG,NORTH,NORTH 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3961408,103.8998472,13.5929,0,1,0,0,0
256,EVERGREEN SECONDARY SCHOOL,11 WOODLANDS STREET 83,738489,WOODLANDS,NORTH,NORTH 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.4414913,103.7941378,18.6533,0,1,0,0,0
257,ANGLO-CHINESE SCHOOL (JUNIOR),16 WINSTEDT ROAD,227988,CENTRAL,SOUTH,SOUTH 5,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3093512,103.8409551,3.0642,1,0,0,0,0
